Date,Open Price
1-Jan-18,3
2-Jan-18,3
3-Jan-18,3
4-Jan-18,3
5-Jan-18,3
8-Jan-18,3
9-Jan-18,3
10-Jan-18,3
11-Jan-18,3
12-Jan-18,3
15-Jan-18,3
16-Jan-18,3
17-Jan-18,3
18-Jan-18,3
19-Jan-18,3
22-Jan-18,3
23-Jan-18,3
24-Jan-18,3
25-Jan-18,3
29-Jan-18,3
30-Jan-18,3
31-Jan-18,3
1-Feb-18,3
2-Feb-18,3
5-Feb-18,3
6-Feb-18,3
7-Feb-18,3
8-Feb-18,3
9-Feb-18,3
12-Feb-18,3
14-Feb-18,3
15-Feb-18,3
16-Feb-18,3
19-Feb-18,3
20-Feb-18,3
21-Feb-18,3
22-Feb-18,3
23-Feb-18,3
26-Feb-18,3
27-Feb-18,3
28-Feb-18,3
1-Mar-18,3
5-Mar-18,3
6-Mar-18,3
7-Mar-18,3
8-Mar-18,3
9-Mar-18,3
12-Mar-18,3
13-Mar-18,3
14-Mar-18,3
15-Mar-18,3
16-Mar-18,3
19-Mar-18,3
20-Mar-18,3
21-Mar-18,3
22-Mar-18,3
23-Mar-18,3
26-Mar-18,3
27-Mar-18,3
28-Mar-18,3
2-Apr-18,3
3-Apr-18,3
4-Apr-18,3
5-Apr-18,3
6-Apr-18,3
9-Apr-18,3
10-Apr-18,3
11-Apr-18,3
12-Apr-18,3
13-Apr-18,3
16-Apr-18,3
17-Apr-18,3
18-Apr-18,3
19-Apr-18,3
20-Apr-18,3
23-Apr-18,3
24-Apr-18,3
25-Apr-18,3
26-Apr-18,3
27-Apr-18,3
30-Apr-18,3
2-May-18,3
3-May-18,3
4-May-18,3
7-May-18,3
8-May-18,3
9-May-18,3
10-May-18,3
11-May-18,3
14-May-18,3
15-May-18,3
16-May-18,3
17-May-18,3
18-May-18,3
21-May-18,3
22-May-18,3
23-May-18,3
24-May-18,3
25-May-18,3
28-May-18,3
29-May-18,3
30-May-18,3
31-May-18,3
1-Jun-18,3
4-Jun-18,3
5-Jun-18,3
6-Jun-18,3
7-Jun-18,3
8-Jun-18,3
11-Jun-18,3
12-Jun-18,3
13-Jun-18,3
14-Jun-18,3
15-Jun-18,3
18-Jun-18,3
19-Jun-18,3
20-Jun-18,3
21-Jun-18,3
22-Jun-18,3
25-Jun-18,3
26-Jun-18,3
