Date,Open Price
5-Jan-15,1
6-Jan-15,2
7-Jan-15,3
8-Jan-15,4
9-Jan-15,5
12-Jan-15,6
13-Jan-15,7
14-Jan-15,8
15-Jan-15,9
16-Jan-15,10
19-Jan-15,11
20-Jan-15,12
21-Jan-15,13
22-Jan-15,14
23-Jan-15,15
27-Jan-15,16
28-Jan-15,17
29-Jan-15,18
30-Jan-15,19
2-Feb-15,20
3-Feb-15,21
4-Feb-15,22
5-Feb-15,23
6-Feb-15,24
9-Feb-15,25
10-Feb-15,26
11-Feb-15,27
12-Feb-15,28
13-Feb-15,29
16-Feb-15,30
18-Feb-15,31
19-Feb-15,32
20-Feb-15,33
23-Feb-15,34
24-Feb-15,35
25-Feb-15,36
26-Feb-15,37
27-Feb-15,38
28-Feb-15,39
2-Mar-15,40
3-Mar-15,41
4-Mar-15,42
5-Mar-15,43
9-Mar-15,44
10-Mar-15,45
11-Mar-15,46
12-Mar-15,47
13-Mar-15,48
16-Mar-15,49
17-Mar-15,50
18-Mar-15,51
19-Mar-15,52
20-Mar-15,53
23-Mar-15,54
24-Mar-15,55
25-Mar-15,56
26-Mar-15,57
27-Mar-15,58
30-Mar-15,59
31-Mar-15,60
1-Apr-15,61
6-Apr-15,62
7-Apr-15,63
8-Apr-15,64
9-Apr-15,65
10-Apr-15,66
13-Apr-15,67
15-Apr-15,68
16-Apr-15,69
17-Apr-15,70
20-Apr-15,71
21-Apr-15,72
22-Apr-15,73
23-Apr-15,74
24-Apr-15,75
27-Apr-15,76
28-Apr-15,77
29-Apr-15,78
30-Apr-15,79
4-May-15,80
5-May-15,81
6-May-15,82
7-May-15,83
8-May-15,84
11-May-15,85
12-May-15,86
13-May-15,87
14-May-15,88
15-May-15,89
18-May-15,90
19-May-15,91
20-May-15,92
21-May-15,93
22-May-15,94
25-May-15,95
26-May-15,96
27-May-15,97
28-May-15,98
29-May-15,99
1-Jun-15,100
2-Jun-15,101
3-Jun-15,102
4-Jun-15,103
5-Jun-15,104
8-Jun-15,105
9-Jun-15,106
10-Jun-15,107
11-Jun-15,108
12-Jun-15,109
15-Jun-15,110
16-Jun-15,111
17-Jun-15,112
18-Jun-15,113
19-Jun-15,114
22-Jun-15,115
23-Jun-15,116
24-Jun-15,117
25-Jun-15,118
26-Jun-15,119
29-Jun-15,120
30-Jun-15,121
1-Jul-15,122
2-Jul-15,123
3-Jul-15,124
6-Jul-15,125
7-Jul-15,126
8-Jul-15,127
9-Jul-15,128
10-Jul-15,129
13-Jul-15,130
14-Jul-15,131
15-Jul-15,132
16-Jul-15,133
17-Jul-15,134
20-Jul-15,135
21-Jul-15,136
22-Jul-15,137
23-Jul-15,138
24-Jul-15,139
27-Jul-15,140
28-Jul-15,141
29-Jul-15,142
30-Jul-15,143
31-Jul-15,144
3-Aug-15,145
4-Aug-15,146
5-Aug-15,147
6-Aug-15,148
7-Aug-15,149
10-Aug-15,150
11-Aug-15,151
12-Aug-15,152
13-Aug-15,153
14-Aug-15,154
17-Aug-15,155
18-Aug-15,156
19-Aug-15,157
20-Aug-15,158
21-Aug-15,159
24-Aug-15,160
25-Aug-15,161
26-Aug-15,162
27-Aug-15,163
28-Aug-15,164
31-Aug-15,165
1-Sep-15,166
2-Sep-15,167
3-Sep-15,168
4-Sep-15,169
7-Sep-15,170
8-Sep-15,171
9-Sep-15,172
10-Sep-15,173
11-Sep-15,174
14-Sep-15,175
15-Sep-15,176
16-Sep-15,177
18-Sep-15,178
21-Sep-15,179
22-Sep-15,180
23-Sep-15,181
24-Sep-15,182
28-Sep-15,183
29-Sep-15,184
30-Sep-15,185
1-Oct-15,186
5-Oct-15,187
6-Oct-15,188
7-Oct-15,189
8-Oct-15,190
9-Oct-15,191
12-Oct-15,192
13-Oct-15,193
14-Oct-15,194
15-Oct-15,195
16-Oct-15,196
19-Oct-15,197
20-Oct-15,198
21-Oct-15,199
23-Oct-15,200
26-Oct-15,201
27-Oct-15,202
28-Oct-15,203
29-Oct-15,204
30-Oct-15,205
2-Nov-15,206
3-Nov-15,207
4-Nov-15,208
5-Nov-15,209
6-Nov-15,210
9-Nov-15,211
10-Nov-15,212
11-Nov-15,213
13-Nov-15,214
16-Nov-15,215
17-Nov-15,216
18-Nov-15,217
19-Nov-15,218
20-Nov-15,219
23-Nov-15,220
24-Nov-15,221
26-Nov-15,222
27-Nov-15,223
30-Nov-15,224
1-Dec-15,225
2-Dec-15,226
3-Dec-15,227
4-Dec-15,228
7-Dec-15,229
8-Dec-15,230
9-Dec-15,231
10-Dec-15,232
11-Dec-15,233
14-Dec-15,234
15-Dec-15,235
16-Dec-15,236
17-Dec-15,237
18-Dec-15,238
21-Dec-15,239
22-Dec-15,240
23-Dec-15,241
24-Dec-15,242
28-Dec-15,243
29-Dec-15,244
30-Dec-15,245
31-Dec-15,246
2-Jan-17,247
3-Jan-17,248
4-Jan-17,249
5-Jan-17,250
6-Jan-17,251
9-Jan-17,252
10-Jan-17,253
11-Jan-17,254
12-Jan-17,255
13-Jan-17,256
16-Jan-17,257
17-Jan-17,258
18-Jan-17,259
19-Jan-17,260
20-Jan-17,261
23-Jan-17,262
24-Jan-17,263
25-Jan-17,264
27-Jan-17,265
30-Jan-17,266
31-Jan-17,267
1-Feb-17,268
2-Feb-17,269
3-Feb-17,270
6-Feb-17,271
7-Feb-17,272
8-Feb-17,273
9-Feb-17,274
10-Feb-17,275
13-Feb-17,276
14-Feb-17,277
15-Feb-17,278
16-Feb-17,279
17-Feb-17,280
20-Feb-17,281
21-Feb-17,282
22-Feb-17,283
23-Feb-17,284
27-Feb-17,285
28-Feb-17,286
1-Mar-17,287
2-Mar-17,288
3-Mar-17,289
6-Mar-17,290
7-Mar-17,291
8-Mar-17,292
9-Mar-17,293
10-Mar-17,294
14-Mar-17,295
15-Mar-17,296
16-Mar-17,297
17-Mar-17,298
20-Mar-17,299
21-Mar-17,300
22-Mar-17,301
23-Mar-17,302
24-Mar-17,303
27-Mar-17,304
28-Mar-17,305
29-Mar-17,306
30-Mar-17,307
31-Mar-17,308
3-Apr-17,309
5-Apr-17,310
6-Apr-17,311
7-Apr-17,312
10-Apr-17,313
11-Apr-17,314
12-Apr-17,315
13-Apr-17,316
17-Apr-17,317
18-Apr-17,318
19-Apr-17,319
20-Apr-17,320
21-Apr-17,321
24-Apr-17,322
25-Apr-17,323
26-Apr-17,324
27-Apr-17,325
28-Apr-17,326
2-May-17,327
3-May-17,328
4-May-17,329
5-May-17,330
8-May-17,331
9-May-17,332
10-May-17,333
11-May-17,334
12-May-17,335
15-May-17,336
16-May-17,337
17-May-17,338
18-May-17,339
19-May-17,340
22-May-17,341
23-May-17,342
24-May-17,343
25-May-17,344
26-May-17,345
29-May-17,346
30-May-17,347
31-May-17,348
1-Jun-17,349
2-Jun-17,350
5-Jun-17,351
6-Jun-17,352
7-Jun-17,353
8-Jun-17,354
9-Jun-17,355
12-Jun-17,356
13-Jun-17,357
14-Jun-17,358
15-Jun-17,359
16-Jun-17,360
19-Jun-17,361
20-Jun-17,362
21-Jun-17,363
22-Jun-17,364
23-Jun-17,365
27-Jun-17,366
28-Jun-17,367
29-Jun-17,368
30-Jun-17,369
3-Jul-17,370
4-Jul-17,371
5-Jul-17,372
6-Jul-17,373
7-Jul-17,374
10-Jul-17,375
11-Jul-17,376
12-Jul-17,377
13-Jul-17,378
14-Jul-17,379
17-Jul-17,380
18-Jul-17,381
19-Jul-17,382
20-Jul-17,383
21-Jul-17,384
24-Jul-17,385
25-Jul-17,386
26-Jul-17,387
27-Jul-17,388
28-Jul-17,389
31-Jul-17,390
1-Aug-17,391
2-Aug-17,392
3-Aug-17,393
4-Aug-17,394
7-Aug-17,395
8-Aug-17,396
9-Aug-17,397
10-Aug-17,398
11-Aug-17,399
14-Aug-17,400
16-Aug-17,401
17-Aug-17,402
18-Aug-17,403
21-Aug-17,404
22-Aug-17,405
23-Aug-17,406
24-Aug-17,407
28-Aug-17,408
29-Aug-17,409
30-Aug-17,410
31-Aug-17,411
1-Sep-17,412
4-Sep-17,413
5-Sep-17,414
6-Sep-17,415
7-Sep-17,416
8-Sep-17,417
11-Sep-17,418
12-Sep-17,419
13-Sep-17,420
14-Sep-17,421
15-Sep-17,422
18-Sep-17,423
19-Sep-17,424
20-Sep-17,425
21-Sep-17,426
22-Sep-17,427
25-Sep-17,428
26-Sep-17,429
27-Sep-17,430
28-Sep-17,431
29-Sep-17,432
3-Oct-17,433
4-Oct-17,434
5-Oct-17,435
6-Oct-17,436
9-Oct-17,437
10-Oct-17,438
11-Oct-17,439
12-Oct-17,440
13-Oct-17,441
16-Oct-17,442
17-Oct-17,443
18-Oct-17,444
19-Oct-17,445
23-Oct-17,446
24-Oct-17,447
25-Oct-17,448
26-Oct-17,449
27-Oct-17,450
30-Oct-17,451
31-Oct-17,452
1-Nov-17,453
2-Nov-17,454
3-Nov-17,455
6-Nov-17,456
7-Nov-17,457
8-Nov-17,458
9-Nov-17,459
10-Nov-17,460
13-Nov-17,461
14-Nov-17,462
15-Nov-17,463
16-Nov-17,464
17-Nov-17,465
20-Nov-17,466
21-Nov-17,467
22-Nov-17,468
23-Nov-17,469
24-Nov-17,470
27-Nov-17,471
28-Nov-17,472
29-Nov-17,473
30-Nov-17,474
1-Dec-17,475
4-Dec-17,476
5-Dec-17,477
6-Dec-17,478
7-Dec-17,479
8-Dec-17,480
11-Dec-17,481
12-Dec-17,482
13-Dec-17,483
14-Dec-17,484
15-Dec-17,485
18-Dec-17,486
19-Dec-17,487
20-Dec-17,488
21-Dec-17,489
22-Dec-17,490
26-Dec-17,491
27-Dec-17,492
28-Dec-17,493
29-Dec-17,494
1-Jan-18,495
2-Jan-18,496
3-Jan-18,497
4-Jan-18,498
5-Jan-18,499
8-Jan-18,500
9-Jan-18,501
10-Jan-18,502
11-Jan-18,503
12-Jan-18,504
15-Jan-18,505
16-Jan-18,506
17-Jan-18,507
18-Jan-18,508
19-Jan-18,509
22-Jan-18,510
23-Jan-18,511
24-Jan-18,512
25-Jan-18,513
29-Jan-18,514
30-Jan-18,515
31-Jan-18,516
1-Feb-18,517
2-Feb-18,518
5-Feb-18,519
6-Feb-18,520
7-Feb-18,521
8-Feb-18,522
9-Feb-18,523
12-Feb-18,524
14-Feb-18,525
15-Feb-18,526
16-Feb-18,527
19-Feb-18,528
20-Feb-18,529
21-Feb-18,530
22-Feb-18,531
23-Feb-18,532
